time,day,pickup,dropoff,probability
672,1,81,77,0.003495688650664181
672,1,90,77,0.018061058028431602
672,1,73,77,0.01246795618736891
672,1,15,2,0.0005826147751106968
672,1,46,77,0.004660918200885575
672,1,4,77,0.033442088091353996
672,1,2,77,0.0008156606851549756
672,1,56,2,0.00046609182008855747
672,1,70,77,0.05558144954556048
672,1,53,77,0.01456536937776742
672,1,62,77,0.009671405266837567
2016,2,41,2,0.0035927779074605964
2016,2,62,2,1.0149090134069481e-05
2016,2,96,77,0.014026042565284022
2016,2,27,2,0.0038363560706782636
2016,2,32,2,8.119272107255585e-05
2016,2,9,77,0.017669565923414964
2016,2,14,2,8.119272107255585e-05
2016,2,76,77,0.008088824836853376
2016,2,42,77,0.011935329997665708
2016,2,59,77,0.0001522363520110422
2016,2,17,2,5.0745450670347404e-05
2016,2,25,77,0.009509697455623103
2016,2,38,2,0.0014208726187697272
2016,2,92,77,0.021160852929534867
2016,2,69,2,0.006190944981782383
2016,2,55,2,1.0149090134069481e-05
2016,2,75,77,0.007835097583501639
2016,2,3,2,6.0894540804416884e-05
2016,2,1,2,0.0016847489622555337
2016,2,51,77,0.008748515695567892
2016,2,32,77,0.0313606885142747
2016,2,5,77,0.02050116207082035
2016,2,14,77,0.014513198891719358
2016,2,91,2,1.0149090134069481e-05
2016,2,55,77,7.104363093848637e-05
2016,2,48,77,0.014898864316813998
2016,2,96,2,1.0149090134069481e-05
2016,2,47,77,0.018430747683470177
2016,2,97,77,0.0009438653824684617
2016,2,28,77,0.0003044727040220844
2016,2,11,77,0.022723812810181567
2016,2,20,77,0.0057139377454811175
2016,2,72,77,0.014026042565284022
2016,2,72,2,1.0149090134069481e-05
2016,2,86,77,0.02167845652637241
2016,2,44,77,0.013762166221798216
2016,2,95,77,0.018420598593336106
2016,2,88,77,0.0008931199317981143
2016,2,93,77,0.0010656544640772956
2016,2,57,2,1.0149090134069481e-05
2016,2,85,77,0.0217495001573109
2016,2,43,2,3.0447270402208442e-05
2016,2,7,77,0.00013193817174290325
2016,2,0,77,0.011001613705331316
2016,2,48,2,3.0447270402208442e-05
2016,2,68,77,0.01777105682475566
2016,2,2,2,0.015325126102444915
2016,2,49,77,0.0018268362241325065
2016,2,58,77,0.00044655996589905715
2016,2,33,2,0.00042626178563091817
2016,2,82,77,0.01386365712313891
2016,2,54,2,1.0149090134069481e-05
2016,2,67,77,0.00023342907308359804
2016,2,65,77,0.019861769392373975
2016,2,85,2,1.0149090134069481e-05
2016,2,90,2,2.0298180268138962e-05
2016,2,19,2,6.0894540804416884e-05
2016,2,24,77,0.01896864946057586
2016,2,24,2,1.0149090134069481e-05
2016,2,21,77,0.00012178908160883377
2016,2,71,2,0.001583258060914839
2016,2,40,77,0.02737209609158539
2016,2,45,77,0.006221392252184592
2016,2,54,77,0.011630857293643625
2016,2,80,2,2.0298180268138962e-05
2016,2,37,77,0.0020298180268138962
2016,2,66,2,0.0019080289452050624
2016,2,87,77,0.013569333509250896
2016,2,18,77,6.0894540804416884e-05
2016,2,47,2,7.104363093848637e-05
2016,2,3,77,0.007469730338675137
2016,2,10,77,0.0002638763434858065
2016,2,78,77,0.00017253453227918117
2016,2,60,77,0.0165937623692036
2016,2,17,77,0.013315606255899158
2016,2,37,2,6.0894540804416884e-05
2016,2,94,77,0.01116399914747643
2016,2,73,2,4.0596360536277925e-05
2016,2,6,77,0.00020298180268138962
2016,2,23,77,0.001349828987831241
2016,2,84,77,0.016492271467862907
2016,2,39,77,0.0026692107052602733
2016,2,91,77,0.009093584760126255
2016,2,98,77,0.02561630349839137
2016,2,70,2,2.0298180268138962e-05
2016,2,83,77,0.0011874435456861291
2016,2,4,2,1.0149090134069481e-05
2016,2,30,77,0.00010149090134069481
2016,2,35,2,3.0447270402208442e-05
2016,2,12,77,5.0745450670347404e-05
2016,2,64,77,0.006302584973257148
2016,2,87,2,1.0149090134069481e-05
2016,2,63,77,0.007256599445859679
2016,2,56,77,0.014827820685875511
2016,2,61,77,0.023677827282784097
2016,2,74,2,2.0298180268138962e-05
2016,2,80,77,0.013224264444692534
2016,2,79,77,0.003146217941561539
2016,2,82,2,2.0298180268138962e-05
2016,2,11,2,3.0447270402208442e-05
2016,2,36,77,7.104363093848637e-05
2016,2,34,77,0.019811023941703625
2016,2,19,77,0.0472541636642275
2016,2,68,2,1.0149090134069481e-05
2016,2,43,77,0.01504095157869097
2016,2,52,77,0.0015934071510489084
2016,2,50,77,0.013508438968446479
2016,2,35,77,0.033126630197602785
2016,2,53,2,1.0149090134069481e-05
2016,2,89,2,0.009864915610315534
2016,2,16,77,0.00723630126559154
2016,2,39,2,1.0149090134069481e-05
2016,2,44,2,3.0447270402208442e-05
2016,2,8,77,0.0011671453654179902
2016,2,13,77,0.011194446417878636
2016,2,22,77,0.0005176035968375435
2016,2,74,77,0.013315606255899158
2016,2,99,2,0.004506196019526849
2016,2,57,77,0.0221148674021374
2016,2,31,77,0.002476377992712953
2016,2,29,77,0.00020298180268138962
2016,2,34,2,2.0298180268138962e-05
2016,2,81,77,0.0003755163349605708
2016,2,90,77,0.027432990632389805
2016,2,65,2,4.0596360536277925e-05
2016,2,73,77,0.025494514416782535
2016,2,86,2,4.0596360536277925e-05
2016,2,15,2,0.0013193817174290325
2016,2,46,77,8.119272107255585e-05
2016,2,4,77,0.0224802346469639
2016,2,2,77,0.0005379017771056825
2016,2,70,77,0.015132293389897595
2016,2,5,2,1.0149090134069481e-05
2016,2,53,77,0.026032416193888217
2016,2,62,77,0.0016543016918533254
2112,5,41,2,0.0066540511793007065
2112,5,62,2,1.2368124868588674e-05
2112,5,96,77,0.013543096731104598
2112,5,98,2,1.2368124868588674e-05
2112,5,27,2,0.0038464868341310772
2112,5,9,77,0.019615846041581637
2112,5,79,2,2.4736249737177347e-05
2112,5,76,77,0.009337934275784448
2112,5,42,77,0.010921054258963798
2112,5,59,77,0.0010636587386986258
2112,5,25,77,0.008051649289451226
2112,5,38,2,0.002560201847797855
2112,5,92,77,0.027160402211420725
2112,5,69,2,0.012368124868588673
2112,5,55,2,1.2368124868588674e-05
2112,5,75,77,0.01062421926211767
2112,5,3,2,3.710437460576602e-05
2112,5,1,2,0.0031909762160958776
2112,5,2,2,0.014037821725848144
2112,5,32,77,0.02258419601004292
2112,5,5,77,0.02368495912334731
2112,5,14,77,0.015348842961918543
2112,5,91,2,6.184062434294337e-05
2112,5,55,77,0.0001855218730288301
2112,5,48,77,0.013357574858075767
2112,5,47,77,0.021941053516876308
2112,5,97,77,0.0013110212360703994
2112,5,28,77,0.0007420874921153204
2112,5,11,77,0.02077844977922897
2112,5,20,77,0.00708693554970131
2112,5,72,77,0.01417387109940262
2112,5,72,2,1.2368124868588674e-05
2112,5,86,77,0.01622697982758834
2112,5,44,77,0.014000717351242378
2112,5,95,77,0.011885767998713714
2112,5,88,77,0.0009276093651441505
2112,5,93,77,0.00223863060121455
2112,5,85,77,0.022027630390956426
2112,5,7,2,1.2368124868588674e-05
2112,5,7,77,0.0001855218730288301
2112,5,0,77,0.013642041730053307
2112,5,48,2,2.4736249737177347e-05
2112,5,68,77,0.013394679232681533
2112,5,51,77,0.010896318009226622
2112,5,49,77,0.0015336474837049955
2112,5,58,77,0.00345070683833624
2112,5,75,2,1.2368124868588674e-05
2112,5,33,2,0.0010760268635672146
2112,5,82,77,0.012615487365960448
2112,5,67,77,0.00034630749632048283
2112,5,65,77,0.01620224357785116
2112,5,85,2,1.2368124868588674e-05
2112,5,90,2,1.2368124868588674e-05
2112,5,19,2,6.184062434294337e-05
2112,5,24,77,0.021916317267139128
2112,5,24,2,3.710437460576602e-05
2112,5,21,77,4.9472499474354695e-05
2112,5,71,2,0.0031167674668843457
2112,5,40,77,0.02524334285678948
2112,5,45,77,0.007396138671416027
2112,5,54,77,0.014285184223219918
2112,5,37,77,0.0041185855812400285
2112,5,66,2,0.0021767899768716063
2112,5,87,77,0.01286284986333222
2112,5,18,77,7.420874921153204e-05
2112,5,3,77,0.007903231791028162
2112,5,52,2,1.2368124868588674e-05
2112,5,10,77,0.000680246867772377
2112,5,78,77,0.0003834118709262489
2112,5,6,2,1.2368124868588674e-05
2112,5,60,77,0.011588933001867587
2112,5,17,77,0.01090868613409521
2112,5,37,2,1.2368124868588674e-05
2112,5,94,77,0.01136630675423299
2112,5,42,2,2.4736249737177347e-05
2112,5,6,77,0.0004576206201377809
2112,5,23,77,0.0022509987260831386
2112,5,84,77,0.015262266087838422
2112,5,39,77,0.004947249947435469
2112,5,91,77,0.011724982375422062
2112,5,98,77,0.020704241030017438
2112,5,70,2,7.420874921153204e-05
2112,5,83,77,0.002844668719775395
2112,5,30,77,9.894499894870939e-05
2112,5,12,77,0.0008657687408012071
2112,5,64,77,0.008707159907486425
2112,5,87,2,2.4736249737177347e-05
2112,5,63,77,0.0066540511793007065
2112,5,56,77,0.014223343598876973
2112,5,61,77,0.020456878532645665
2112,5,25,2,1.2368124868588674e-05
2112,5,74,2,4.9472499474354695e-05
2112,5,80,77,0.011242625505547103
2112,5,79,77,0.0055903924406020804
2112,5,36,77,0.00030920312171471684
2112,5,34,77,0.027630390956427095
2112,5,19,77,0.039182219583688914
2112,5,68,2,7.420874921153204e-05
2112,5,43,77,0.011823927374370772
2112,5,52,77,0.001966531854105599
2112,5,50,77,0.013184421109915526
2112,5,35,77,0.025305183481132424
2112,5,51,2,1.2368124868588674e-05
2112,5,89,2,0.014544914845460279
2112,5,16,77,0.009078203653544087
2112,5,39,2,2.4736249737177347e-05
2112,5,44,2,1.2368124868588674e-05
2112,5,8,77,0.0019294274794998331
2112,5,13,77,0.008880313655646668
2112,5,22,77,0.001323389360938988
2112,5,74,77,0.012652591740566212
2112,5,99,2,0.007099303674569899
2112,5,57,77,0.01651144669956588
2112,5,31,77,0.004365948078611802
2112,5,29,77,0.0002473624973717735
2112,5,34,2,1.2368124868588674e-05
2112,5,81,77,0.0006678787429037884
2112,5,90,77,0.022200784139116667
2112,5,73,77,0.028360110323673828
2112,5,86,2,4.9472499474354695e-05
2112,5,15,2,0.002387048099637614
2112,5,46,77,0.0003834118709262489
2112,5,4,77,0.021978157891482074
2112,5,2,77,0.0003339393714518942
2112,5,70,77,0.01482938171743782
2112,5,53,77,0.023078921004786465
2112,5,62,77,0.004069113081765673
4032,0,41,2,0.0006132369993756133
4032,0,96,77,0.022923914013022923
4032,0,98,2,3.344929087503345e-05
4032,0,26,77,5.574881812505575e-05
4032,0,32,2,1.114976362501115e-05
4032,0,9,77,0.02551065917402551
4032,0,55,77,3.344929087503345e-05
4032,0,79,2,1.114976362501115e-05
4032,0,76,77,0.00815047720988315
4032,0,84,2,7.804834537507805e-05
4032,0,42,77,0.017003389528142003
4032,0,59,77,0.001482918562126483
4032,0,25,77,0.010726072607260726
4032,0,38,2,0.0006132369993756133
4032,0,92,77,0.014795736330389796
4032,0,69,2,0.0018285612345018286
4032,0,55,2,2.22995272500223e-05
4032,0,75,77,0.01416019980376416
4032,0,3,2,8.91981090000892e-05
4032,0,51,77,0.005407635358130407
4032,0,32,77,0.030093212023905094
4032,0,5,77,0.01261038265988761
4032,0,14,77,0.010514227098385514
4032,0,60,2,3.344929087503345e-05
4032,0,91,2,4.45990545000446e-05
4032,0,14,2,1.114976362501115e-05
4032,0,48,77,0.015286325929890286
4032,0,96,2,2.22995272500223e-05
4032,0,47,77,0.020437516724645437
4032,0,45,2,5.574881812505575e-05
4032,0,50,2,5.574881812505575e-05
4032,0,97,77,0.0007581839265007582
4032,0,28,77,0.00012264739987512266
4032,0,11,77,0.0252988136651503
4032,0,20,77,0.010904468825260905
4032,0,72,77,0.012075194005887075
4032,0,86,77,0.025187316028900186
4032,0,44,77,0.009756043171884755
4032,0,95,77,0.020493265542770492
4032,0,88,77,0.0009142806172509143
4032,0,93,77,0.0022745517795022745
4032,0,57,2,1.114976362501115e-05
4032,0,85,77,0.032758005530282755
4032,0,43,2,2.22995272500223e-05
4032,0,7,77,6.68985817500669e-05
4032,0,0,77,0.017728124163767726
4032,0,68,77,0.018687003835518686
4032,0,95,2,2.22995272500223e-05
4032,0,2,2,0.014606190348764606
4032,0,49,77,0.0011372758897511372
4032,0,58,77,0.0072807956471322806
4032,0,75,2,1.114976362501115e-05
4032,0,33,2,0.0001114976362501115
4032,0,82,77,0.012420836678262421
4032,0,54,2,1.114976362501115e-05
4032,0,67,77,0.00010034787262510035
4032,0,65,77,0.017137186691642138
4032,0,85,2,1.114976362501115e-05
4032,0,90,2,2.22995272500223e-05
4032,0,19,2,2.22995272500223e-05
4032,0,24,77,0.014907233966639908
4032,0,21,77,4.45990545000446e-05
4032,0,71,2,0.0007024351083757025
4032,0,76,2,1.114976362501115e-05
4032,0,40,77,0.015910712692890912
4032,0,45,77,0.003924716796003925
4032,0,54,77,0.005675229685130675
4032,0,27,2,0.0006466862902506467
4032,0,80,2,6.68985817500669e-05
4032,0,37,77,0.0015609669075015609
4032,0,66,2,0.00032334314512532335
4032,0,87,77,0.017995718490767997
4032,0,18,77,0.0001337971635001338
4032,0,3,77,0.018151815181518153
4032,0,10,77,0.0007247346356257248
4032,0,78,77,0.0001783962180001784
4032,0,83,2,8.91981090000892e-05
4032,0,88,2,1.114976362501115e-05
4032,0,60,77,0.008808313263758808
4032,0,17,77,0.009900990099009901
4032,0,37,2,6.68985817500669e-05
4032,0,94,77,0.009142806172509142
4032,0,42,2,1.114976362501115e-05
4032,0,73,2,1.114976362501115e-05
4032,0,6,77,0.0003456426723753456
4032,0,59,2,1.114976362501115e-05
4032,0,23,77,0.0019846579252519848
4032,0,84,77,0.008563018464008563
4032,0,39,77,0.004415306395504416
4032,0,91,77,0.0060208723575060205
4032,0,98,77,0.024696726429399695
4032,0,70,2,4.45990545000446e-05
4032,0,83,77,0.0034787262510034785
4032,0,30,77,7.804834537507805e-05
4032,0,40,2,2.22995272500223e-05
4032,0,12,77,0.002308001070377308
4032,0,64,77,0.007325394701632325
4032,0,92,2,6.68985817500669e-05
4032,0,63,77,0.004080813486754081
4032,0,56,77,0.01639015252876639
4032,0,61,77,0.014684238694139684
4032,0,74,2,2.22995272500223e-05
4032,0,80,77,0.015264026402640265
4032,0,79,77,0.00377976986887878
4032,0,36,77,0.000222995272500223
4032,0,34,77,0.01998037641601998
4032,0,19,77,0.04130987423066631
4032,0,68,2,2.22995272500223e-05
4032,0,43,77,0.020337168852020335
4032,0,52,77,0.0015163678530015164
4032,0,99,2,0.0012822228168762823
4032,0,35,77,0.035054856837035055
4032,0,89,2,0.0025755953973775757
4032,0,16,77,0.006968602265631969
4032,0,39,2,1.114976362501115e-05
4032,0,1,2,0.0006466862902506467
4032,0,8,77,0.0010592275443760592
4032,0,13,77,0.005095441976630095
4032,0,22,77,0.0005797877085005798
4032,0,74,77,0.013647310677013648
4032,0,50,77,0.013323967531888324
4032,0,57,77,0.025566407992150566
4032,0,31,77,0.003032735706003033
4032,0,29,2,5.574881812505575e-05
4032,0,29,77,0.0002452947997502453
4032,0,34,2,2.22995272500223e-05
4032,0,81,77,0.001627865489251628
4032,0,90,77,0.034675764873784674
4032,0,65,2,1.114976362501115e-05
4032,0,73,77,0.019155293907769155
4032,0,15,2,0.000747034162875747
4032,0,20,2,4.45990545000446e-05
4032,0,46,77,0.000668985817500669
4032,0,4,77,0.02677058246365177
4032,0,2,77,0.0005128891267505129
4032,0,70,77,0.029814467933279815
4032,0,5,2,1.114976362501115e-05
4032,0,53,77,0.026324591918651323
4032,0,62,77,0.0017616626527517617
4032,0,10,2,6.68985817500669e-05
288,4,41,2,0.0015554991968890015
288,4,62,2,1.69075999661848e-05
288,4,96,77,0.07277031025445937
288,4,98,2,5.07227998985544e-05
288,4,27,2,0.0044805139910389724
288,4,9,77,0.028269507143460985
288,4,55,77,0.0002028911995942176
288,4,76,77,0.009975483980049032
288,4,42,77,0.029334685941330627
288,4,59,77,0.00253613999492772
288,4,17,2,1.69075999661848e-05
288,4,25,77,0.01616366556767267
288,4,38,2,0.005748583988502832
288,4,92,77,0.010212190379575619
288,4,69,2,0.006458703187082594
288,4,75,77,0.05285315749429369
288,4,3,2,1.69075999661848e-05
288,4,51,77,0.0017583903964832192
288,4,32,77,0.012443993575112012
288,4,5,77,0.0049708343900583315
288,4,14,77,0.003635133992729732
288,4,91,2,6.76303998647392e-05
288,4,14,2,3.38151999323696e-05
288,4,48,77,0.008994843182010314
288,4,96,2,3.38151999323696e-05
288,4,47,77,0.025090878349818244
288,4,45,2,1.69075999661848e-05
288,4,50,2,1.69075999661848e-05
288,4,97,77,0.001961281596077437
288,4,28,77,0.0003212443993575112
288,4,11,77,0.016738523966522954
288,4,20,77,0.022588553554822893
288,4,72,77,0.009079381181841237
288,4,86,77,0.030450587539098826
288,4,44,77,0.005866937188266126
288,4,95,77,0.017702257164595486
288,4,88,77,0.0008961027982077944
288,4,93,77,0.0027390311945219375
288,4,85,77,0.01391495477217009
288,4,7,77,0.0003043367993913264
288,4,0,77,0.02761011074477978
288,4,68,77,0.01662017076675966
288,4,2,2,0.017448643165102713
288,4,49,77,0.0015893143968213712
288,4,58,77,0.026578747146842507
288,4,75,2,5.07227998985544e-05
288,4,33,2,0.0015047763969904472
288,4,82,77,0.012697607574604785
288,4,67,77,0.0002367063995265872
288,4,65,77,0.013610617972778764
288,4,80,2,1.69075999661848e-05
288,4,19,2,3.38151999323696e-05
288,4,24,77,0.00803110998393778
288,4,21,77,0.000253613999492772
288,4,71,2,0.004818665990362668
288,4,40,77,0.005190633189618734
288,4,45,77,0.0015554991968890015
288,4,54,77,0.0020627271958745456
288,4,9,2,1.69075999661848e-05
288,4,37,77,0.003973285992053428
288,4,66,2,0.0006086735987826528
288,4,87,77,0.0203567503592865
288,4,0,2,0.0001183531997632936
288,4,18,77,0.0001183531997632936
288,4,47,2,1.69075999661848e-05
288,4,3,77,0.006949023586101953
288,4,10,77,0.0010313635979372728
288,4,78,77,0.0013018851973962296
288,4,83,2,3.38151999323696e-05
288,4,6,2,1.69075999661848e-05
288,4,60,77,0.0048693887902612224
288,4,17,77,0.005765491588469017
288,4,94,77,0.006272719587454561
288,4,73,2,0.0001521683996956632
288,4,6,77,0.0011159015977681968
288,4,59,2,1.69075999661848e-05
288,4,23,77,0.00214726519570547
288,4,64,2,1.69075999661848e-05
288,4,84,77,0.0016569447966861104
288,4,13,2,1.69075999661848e-05
288,4,39,77,0.00461577479076845
288,4,91,77,0.003567503592864993
288,4,98,77,0.025547383548905234
288,4,70,2,1.69075999661848e-05
288,4,83,77,0.007236452785527095
288,4,4,2,6.76303998647392e-05
288,4,30,77,0.00033815199932369603
288,4,35,2,3.38151999323696e-05
288,4,12,77,0.008690506382618987
288,4,64,77,0.0045312367909375265
288,4,87,2,1.69075999661848e-05
288,4,92,2,1.69075999661848e-05
288,4,63,77,0.0025868627948262743
288,4,56,77,0.01063488037873024
288,4,61,77,0.003956378392087243
288,4,25,2,6.76303998647392e-05
288,4,80,77,0.01883506636232987
288,4,79,77,0.002367063995265872
288,4,36,77,0.0009637331980725336
288,4,34,77,0.04275932031448136
288,4,63,2,1.69075999661848e-05
288,4,19,77,0.021641727956716546
288,4,43,77,0.00429453039141094
288,4,52,77,0.0033646123932707752
288,4,50,77,0.02120213035759574
288,4,35,77,0.019460647561078705
288,4,89,2,0.01024600557950799
288,4,16,77,0.00552878518894243
288,4,1,2,0.008994843182010314
288,4,8,77,0.0013864231972271536
288,4,13,77,0.0025023247949953506
288,4,22,77,0.002012004395975991
288,4,74,77,0.0011497167977005665
